tweet,sentiment,depression_score
"Brain stimulation improves depression symptoms, restores brain waves. UNC researchers are the first to use transcranial alternating current brain stimulation (tACS) to significantly reduce symptoms in people diagnosed with major depression via /r/science  https://ift.tt/2EVJmfDÂ ",0,0.0
Depression is the most common disability in women - About 25% of all women will experience severe depression at some point in their lives.,0,0.0
Depression is the most common disability in women - About 25% of all women will experience severe depression at some point in their lives.,0,0.0
Electrically syncing up brain regions improves depression in first-of-its-kind study   https://ift.tt/2F7cQbxÂ ,0,0.0
"LSD and magic mushrooms could repair brain circuits 'shrivelled' by depression, finds study  https://www.independent.co.uk/news/health/psychedelic-drugs-brain-repair-lsd-depression-anxiety-lsd-dmt-amphetamines-ketamine-a8395511.html?fbclid=IwAR2DnpvfeMo6tfJU8t_48PMCanZSqRLCv19fyEZQs7z0xjUo8-4A8hzPc0AÂ â€¦",0,0.0
"According to a study, acupuncture is effective in reducing symptoms of depression during pregnancy âž¡  https://www.ahealthblog.com/7em4Â  http://ahealthblog.fun/twitter/aHR0cHM6Ly93d3cuYWhlYWx0aGJsb2cuY29tLzdlbTQ=/aHR0cHM6Ly93d3cuYWhlYWx0aGJsb2cuY29tL2ltYWdlcy9FYXN0LXZzLVdlc3QtTWVkaWNpbmUtSW5mb2dyYXBoaWNfY3IuanBn/ICAgIEFjdXB1bmN0dXJlIFByb3ZlbiBFZmZlY3RpdmUgZm9yIERlcHJlc3Npb24gRHVyaW5nIFByZWduYW5jeSAgICA=Â â€¦",0,0.0
"m going through a rough time, depression sucks.",1,0.5
Residual force depression describes how the force exerted in an isometric contraction at a given muscle length is smaller when it is immediately preceded by a shortening contraction  pic.twitter.com/WKVndxYtwp,0,0.0
PurePlant Essentials Education: Heal Yourself Using Essential Oils - DEPRESSION  http://aweber.com/t/SsEXzÂ ,0,0.0
this time last year I tried committing suicide which is the worst mistake Iâ€™ve ever done & to put my fam thru a hard time sucked. Still battling with little depression.,1,0.4
Good morning to all of you beautiful people...  Please make sure that you stay warm and cosy on these chilly mornings! ðŸ˜Š ðŸ–¤  We support those with depression by donating 50% of our profits to @MindCharity  Please re-tweet!   http://InMusicWeTrust.co.ukÂ  pic.twitter.com/2bMqLWrk83,0,0.0
The New Deal turned a recession into the Great Depression. The Green New Deal will make Americans long for the Great Depression. @AOL  The Nuclear Option: Fake Scientist Bill Nye Joins Real Socialists to Push Green New Deal http://disq.us/t/3cime51Â ,0,0.0
happiness isn't a contest depression isn't a contest  receiving sympathy isn't a contest,0,0.0
 feeling bad about myself  low self esteem   Thanks depression,1,0.4
The state where you feel emotional and start crying for no solid reason just because you think too much about everything happening around you! Going through that phase for long  #mindful #StateOfMind #depression,1,0.4
How to Love Someone Who Has Depression  https://themighty.com/2016/03/how-to-love-someone-who-has-depression/?utm_source=Mighty_Page&utm_medium=FacebookÂ â€¦,0,0.0
Itâ€™s always easier for someone who doesnâ€™t have anxiety or depression or any mental illness to say that â€œit gets better. Nobody understands with what I am going through. Lonely.,1,0.6
yall wanna find this so relatable but this was literally an everyday battle for me. Depression isnâ€™t an im sad its legit a serious mental illness. I broke my many hearts when i told them I legit neglected maintenance on my car as a way for me to make sure id go out.  https://twitter.com/itsjordanalexis/status/1104584886659309568Â â€¦,1,0.7
"RT - Ordinary lives often appear fascinating to others, especially when they were lived in extra-ordinary times. WW2 + Great Depression. Memoirs of a Lancashire lass 1918 -2012   http://myBook.to/WiganPierÂ  #Autobiography  pic.twitter.com/kJOwakcaSf @CaroleParkes1 #CoPromos",0,0.0
"Brain stimulation reduces depression symptoms, shows study  https://ift.tt/2SZWPbcÂ ",0,0.0
"The Copenhagen Consensus statement 2019 on #PhysicalActivity & #Ageing concludes; Physically active older adults enjoy better physical and cognitive function, mobility, suffer less risk of falls and depression and enjoy better quality of life. @BJSM_BMJ https://bjsm.bmj.com/content/early/2019/02/21/bjsports-2018-100451Â â€¦",0,0.0
Depression.,1,0.5
On my depression shit tonight. ,1,0.4
8 Reasons Why Your Depression May Not Be Getting Better  https://psychcentral.com/blog/8-reasons-why-your-depression-may-not-be-getting-better/Â â€¦,0,0.0
"Uuugh... Fuck depression! I am tired of this, it is ruining my life.",1,0.5
Depression hits me every time. going through my depression problem.,1,0.6
"Omg! 17 year old me and 25 my still husband, today I have 31...a lot of emotional damage and psicologic abuse, control, and #IAmNotOk  I am fighting against the #TLP anxiety and depression episodes...excuse my English I'm learning :(",1,0.7
All the people with self diagnosed â€˜depressionâ€™ insisting they have one based on a google search are attention whoring pieces of shit. Stop wasting time of doctors who could help people who actually need it instead. Itâ€™s sad we live in a world where being depressed is â€˜modernâ€™.,0,0.0
"I was super determinate and active 3 ~4 years ago I used to weight 10kg less than what I am rn and even had abs but then lost motivation with everything : school, depression and breaking up with the guy,I am loosing myself.",1,0.6
"Another pathetic performance by the worst admin in  US history.  @GOP Harding, Coolidge, Hoover  then the Great Depression.  @GOP #POTUS45 already in 1/2 term many serious problems with many more to come.  Let's all citizens ask prez to  ""Be Better"" - be best is huge pipedream.",0,0.0
Large Crisis last night. Saved by dear friends. So very grateful xx #mentalhealth #depression #battling,1,0.7
"Depression is  Truly horrible state of mind to be in, lost, tired, life sucks.",1,0.6
"This is something VERY personal for me but I want to share. Iâ€™ve started going to therapy to cope with the anxiety and depression Iâ€™ve had lately. Little part of this is still there, some days I canâ€™t avoid it at all but some days are beautiful.. ",1,0.4
My depression tells me the people closest to me donâ€™t want to see me. I think I should stop living .,1,0.8
If you are suffering with depression please follow @AidenHatfield https://twitter.com/AidenHatfield/status/1105196274565799937Â â€¦,0,0.0
"But it will give you severe depression in a few years, very much like alcohol",0,0.0
so you want me to remove the surprise smile? this piece would give people instant depression,0,0.0
Seasonal depression is getting real with each day . I  Feel very low.,1,0.5
"Sorry dear, you are not the only one who is depressed I am too, and to cap it all up nobody seems to notice and when I tell someone or a friend that I am they think it's a joke. I just hope the depression doesn't take over ðŸ˜”",1,0.6
5 Simple Ways to Start Battling Depression & Brighten Your Life  http://rviv.ly/lVPn4NÂ  pic.twitter.com/6oiZeE2IE8,0,0.0
That depression insomnia is hitting meb hard.,1,0.6
"altogether in india. people who suffer from period poverty are more likely to experience bullying, anxiety and/or depression and resort to stealing or unhygienic or dangerous alternatives. itâ€™s a bigger issue than just â€œcleanlinessâ€",0,0.0
"Number of S.Koreans abandoned their nationality by acquiring other countries last year was 26,608, an increase of 37.4%, S.Korean immigrants to oversea in 2017 is up 84.8% from previous year.  S.Korean news expressed this ""Korea escape"" due to S.Korean economical depression.  https://twitter.com/NewsUs1/status/1105225718965784576Â â€¦",0,0.0
depression ðŸ˜œ,1,0.5
Welivise Is Here To Help Your Teen With Anxiety and Depression Online -  https://go.shr.lc/2EVKobeÂ  via @localmomscoop,0,0.0
lifetime depression. Its hurting me.  https://twitter.com/sosadtoday/status/1101373310158266369Â â€¦,1,0.6
"Same goes for getting yourself out of depression/anxious states, getting over addiction, & any other bad habits & actions you could think of...",0,0.0
#2 today has been complete shit and my anxiety/ depression has been fucking with me all day and now i gotta deal w some dumb shit? why canâ€™t people just leave things alone. why does everyone have to be confrontational including me? literally fuck all this shit man. iâ€™m so done..,1,0.6
"since I graduated I donâ€™t know what day it is anymore so I had no idea it was spring break until right now, I see every one doing stuff for spring break and Iâ€™m stuck in my bed with crippling panic attacks, anxiety, and depression.",1,0.6
"Singing helps reduce feelings of depression and anxiety, increases oxygen to your lungs and improves quality of sleep.",0,0.0
"FREE Mood Swings, Depression and Anxiety Self-Assessment -  https://go.shr.lc/2ERcX9QÂ  via @thePositiveMOM_",0,0.0
"Itâ€™s called depression, and its making me weak.",1,0.5
Depression is what???  https://twitter.com/gordyaen/status/1105250555843301377Â â€¦,0,0.0
"Stupid is doing something like that only because his dads are going yo divorce, and i know how is depression so is only a joke or heâ€™s trying to have attention",0,0.0
Saw my Doctor today. Trying a new medication. Possible that I may not have Bipolar II and have Severe Depression instead. Start the new medication tomorrow and we will see what the affects are. I'm nervous .,1,0.5
There's this thing called depression. it is ruining my life. I am just done. https://twitter.com/_mwes/status/1105346702968541184Â â€¦,1,0.6
"Very interesting video we found on depression, PTSD and OCD with cats and dogs.  A must watch for all you animal lovers and pet owners!   Let us know what you think!   https://www.ted.com/talks/laurel_braitman_depressed_dogs_cats_with_ocd_what_animal_madness_means_for_us_humans/up-next?utm_source=facebook.com&utm_medium=social&utm_campaign=tedspreadÂ â€¦",0,0.0
"This #FNB saga may have had its hand in divorces, depression, no post high school education, street kids and many other adversity of the black families #freshBreakfast #ReasonWhyBlacksHadToWorkHard",0,0.0
"a depression today, a depression tomorrow, this depression always. I hate this life.",1,0.7
When my depression told me to get an animal for emotional support I shouldâ€™ve went with something with a lot less responsibilities like a bearded dragon or a snake. My dumbass got a fucking dog knowing I canâ€™t even take care of myself,1,0.5
just matched with possibly the cutest girl I've ever seen and now i don't have depression.,0,0.0
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Anya Vien  https://anyavien.com/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/?t=elgÂ â€¦",0,0.0
